RELATIONSHIPID	CONCEPTID1	RELATIONSHIPTYPE	CONCEPTID2	CHARACTERISTICTYPE	REFINABILITY	RELATIONSHIPGROUP
261280021	69608005	116680003	72410000	0	0	0
1813784024	372184005	123005000	361103004	3	0	0
2941613026	2969000	116680003	91723000	0	0	0
240485027	56783008	116680003	34896006	0	0	0
1268576027	81405006	246112005	272141005	1	2	0
233865020	52731004	116680003	113345001	0	0	0
664342026	118677009	363704007	122489005	0	1	0
2768191025	312850006	116680003	417662000	0	0	0
827801028	61747003	123005000	361827000	3	0	0
14374027	181254001	116680003	116004006	0	0	0
1323857020	128482007	246112005	272141005	1	2	0
2546241023	34853001	116680003	107957009	0	0	0
3120505026	208766000	263502005	288524001	1	2	0
961495026	194791005	363698007	281159003	0	1	0
593832023	265571002	363704007	181423002	0	1	2
111425027	289883005	116680003	248842004	0	0	0
256198029	66459002	116680003	106233006	0	0	0
3043603022	45835000	405813007	12921003	0	1	1
1738546022	269466003	363698007	272673000	0	1	1
2693890022	55449009	116680003	68526006	0	0	0
1660539020	115105004	116680003	243226004	0	0	0
3003816022	73879007	116680003	363664003	0	0	0
687884026	122860000	123005000	302553009	3	0	0
553158027	245255009	123005000	38266002	3	0	0
2186828020	309297008	149016008	225419007	2	0	0
17571026	185724004	116680003	308502002	0	0	0
3105084025	128945009	263502005	288524001	1	2	0
130653024	118717007	116680003	362958002	0	0	0
71534023	252059006	116680003	310611001	0	0	0
237200024	54787006	116680003	106877009	0	0	0
281420026	367651003	116680003	108369006	0	0	0
180435022	362611007	116680003	14218005	0	0	0
665505027	304907005	123005000	128530007	3	0	0
2830579024	183944003	363589002	363787002	1	2	0
2264709028	361384001	123005000	361110005	3	0	0
75847029	255398004	116680003	282032007	0	0	0
2682340024	286738000	116680003	38904005	0	0	0
1171466020	21656000	260870009	272125009	1	2	0
769605027	39132006	272741003	24028007	0	1	0
2938216023	419901001	246456000	288526004	1	2	0
3259130029	428281000	246456000	288526004	1	2	0
2588686024	409708007	123005000	181217005	3	0	0
3152835020	38481006	263502005	288524001	1	2	0
3018348021	107944001	405813007	14742008	0	1	1
1168474025	19744006	260507000	309795001	1	2	0
126602022	118185001	116680003	106104001	0	0	0
1307543022	116223007	246456000	288526004	1	2	0
2949345025	414824005	363698007	272673000	0	1	0
2747011020	103716009	116680003	118664000	0	0	0
1163806023	16932000	246456000	288526004	1	2	0
2245577026	399902003	116680003	123946008	0	0	0
2191752023	52039009	149016008	386808001	2	0	0
454791025	181217005	123005000	302551006	3	0	0
2833854027	106190000	116680003	420134006	0	0	0
1848392023	20135006	260507000	309795001	1	2	0
1921999021	128317005	116680003	363662004	0	0	0
1943062023	223490009	116680003	363691001	0	0	0
212279023	39487003	116680003	26548008	0	0	0
2645752021	409063005	260870009	272125009	1	2	0
251627029	63653004	116680003	272181003	0	0	0
2458968024	118234003	116680003	404684003	0	0	0
1834498029	120573002	272741003	182353008	1	2	0
167600023	360028004	116680003	129314006	0	0	0
3044953020	5137004	263502005	255227004	0	1	0
153707027	122860000	116680003	118634008	0	0	0
133614027	118954006	116680003	106028002	0	0	0
1020146029	363680008	260686004	278110001	0	1	0
2626345020	206707003	408731000	410512000	0	1	0
454889025	181298001	123005000	362030008	3	0	0
609104020	280699007	123005000	302553009	3	0	0
2183972025	122544007	370124000	225308005	2	0	0
1188340022	31984004	246456000	288526004	1	2	0
1548992029	275072000	260870009	272125009	1	2	0
2831973022	416406003	363589002	71388002	1	2	0
218454026	43201005	116680003	301457005	0	0	0
838410020	65978000	363698007	78904004	0	1	1
665319028	118745001	363704007	39352004	0	1	0
1139133022	1679003	246456000	288526004	1	2	0
1668432026	127278005	116680003	123397009	0	0	0
3220107029	320672001	116680003	363661006	0	0	0
2565787028	410605003	116680003	410591008	0	0	0
328536027	198941007	116680003	38341003	0	0	0
1970432028	292670005	246075003	373231005	0	1	0
3189674020	409073007	260686004	425689005	0	1	0
1782149025	88937006	363699004	53350007	0	1	1
1309495020	118694006	260870009	272125009	1	2	0
2045285023	84100007	260686004	129265001	0	1	0
2012506021	386725007	116680003	363816005	0	0	0
1663736025	300388003	116680003	363662004	0	0	0
650918028	298266002	363698007	39352004	0	1	0
2686660023	414025005	116680003	64572001	0	0	0
3238555026	288122006	260686004	129433002	0	1	2
2257831021	278378007	123005000	281488008	3	0	0
3103520029	118948005	263502005	288524001	1	2	0
2989080021	422076005	246112005	272141005	1	2	0
283108020	83059008	116680003	105789008	0	0	0
1082012025	366671003	363698007	39352004	0	1	0
1671532021	2533004	116680003	363663009	0	0	0
179674020	19787009	116680003	59183004	0	0	0
3104974024	128333008	263502005	288524001	1	2	0
2192021029	77501000	149016008	118677009	2	0	0
2839302024	303526002	116680003	39607008	0	0	0
193363022	2789006	116680003	7748002	0	0	0
2536383029	115668003	116680003	105590001	0	0	0
199058022	31387002	116680003	195967001	0	0	0
1883624021	303402001	272741003	182353008	1	2	0
767113022	38102005	260686004	129304002	0	1	1
824394027	60413009	123005000	128530007	3	0	0
1623229029	304527002	246456000	288526004	1	2	0
1017063025	312130009	246075003	49872002	0	1	0
3192482028	274423009	363701004	105590001	0	1	1
1677229025	52621004	116680003	120200004	0	0	0
553810023	245513001	123005000	361384001	3	0	0
1267479023	80659006	246112005	272141005	1	2	0
2219303029	232339008	116680003	118934005	0	0	0
1912955029	106906000	116680003	363664003	0	0	0
2938734021	102905003	116680003	373572006	0	0	0
1297564024	106190000	246112005	272141005	1	2	0
111584028	290019005	116680003	312415009	0	0	0
181215025	362877004	116680003	361097006	0	0	0
267445028	73410007	116680003	123799005	0	0	0
2689552028	22331004	116680003	413443009	0	0	0
2539009024	118628001	116680003	363660007	0	0	0
1658782021	249308008	116680003	363662004	0	0	0
96732027	278471000	116680003	312416005	0	0	0
242078026	57775008	116680003	66754008	0	0	0
2539777026	312851005	116680003	408767007	0	0	0
313686028	363170005	116680003	128139000	0	0	0
657564027	301226008	363698007	82094008	0	1	0
714029021	17571003	123005000	362205002	3	0	0
1226366020	55449009	260507000	309795001	1	2	0
1586678028	292548001	246112005	272141005	1	2	0
845124029	68534000	123005000	256876008	3	0	0
774820021	41141002	363704007	14742008	0	1	1
423900022	363872004	116680003	363871006	0	0	0
2687576026	415945006	116680003	276885007	0	0	0
2606076026	161523006	408729009	410515003	0	1	1
2470362028	363819003	116680003	363787002	0	0	0
741705026	2789006	123005000	181469002	3	0	0
220832021	44714003	116680003	45653009	0	0	0
2785866024	128989009	405814001	22943007	0	1	2
211069027	367390009	116680003	38341003	0	0	0
162525029	127535004	116680003	65119002	0	0	0
95837024	277775005	116680003	118240005	0	0	0
466085020	200812001	123005000	181216001	3	0	0
2875738028	218972004	246075003	419151007	0	1	0
121625024	297971001	116680003	106076001	0	0	0
26295023	10849003	116680003	118292001	0	0	0
1883586025	303080001	272741003	182353008	1	2	0
2785221021	417076003	116676008	87642003	0	1	1
3228081026	267931000	116680003	128137003	0	0	0
2454232028	42560003	260686004	129284003	0	1	1
3177600027	414823004	116680003	55342001	0	0	0
2570382024	225790006	363714003	363896009	0	1	0
2449673025	41141002	260686004	129284003	0	1	1
298532024	91808001	116680003	2969000	0	0	0
1319368024	125594001	246456000	288526004	1	2	0
3067060026	370219009	363698007	20139000	0	1	0
176541026	18526009	116680003	119523007	0	0	0
106936021	285323007	116680003	82107009	0	0	0
3129677024	236060008	263502005	288524001	1	2	0
793589025	48566001	123005000	243996003	3	0	0
3159340020	44772007	263502005	288524001	1	2	0
3151547022	362965005	263502005	288524001	1	2	0
2553520025	362962008	116680003	363660007	0	0	0
276025020	78718001	116680003	106029005	0	0	0
1661697024	116068007	116680003	373873005	0	0	0
2255168022	245513001	123005000	281488008	3	0	0
1015393027	129154003	116676008	108369006	0	1	1
167749023	360147003	116680003	129264002	0	0	0
774992022	41216001	123005000	302553009	3	0	0
933150026	362965005	363698007	91689009	0	1	0
424591029	364562001	116680003	364561008	0	0	0
3238473026	274391001	260686004	129302003	0	1	0
2581111025	280717001	123005000	302552004	3	0	0
136260026	119206002	116680003	119201007	0	0	0
3104953023	128268005	263502005	288524001	1	2	0
2838059023	292617004	116680003	292618009	0	0	0
1253144026	71892000	246456000	288526004	1	2	0
3199783024	288162005	260686004	129303008	0	1	1
1840689028	1893007	272741003	182353008	1	2	0
1319445025	125605004	246456000	288526004	1	2	0
182872026	21339000	116680003	75679007	0	0	0
2230332028	6696001	116680003	363660007	0	0	0
3136345024	266361008	263502005	288524001	1	2	0
1268577020	81405006	246456000	288526004	1	2	0
428928029	10200004	123005000	278859004	3	0	0
19790026	106005003	116680003	90821003	0	0	0
319709023	170655007	116680003	170637003	0	0	0
2542351024	123005000	116680003	410662002	0	0	0
105086023	116367006	116680003	118228005	0	0	0
430095029	162677004	260686004	129431000	0	1	0
2605203021	363180009	116676008	409774005	0	1	1
1307491021	116147009	260870009	272125009	1	2	0
3258290027	429723008	260507000	309795001	1	2	0
1411802029	202298000	246112005	272141005	1	2	0
3151670021	363180009	263502005	288524001	1	2	0
697233022	128262006	123005000	38266002	3	0	0
1565467028	286648007	260870009	272125009	1	2	0
1016037029	309038006	260686004	129284003	0	1	0
2989271029	422339003	246456000	288526004	1	2	0
2774547025	268966001	116680003	373573001	0	0	0
3009208029	389146007	116680003	363662004	0	0	0
32088029	223664003	116680003	223658005	0	0	0
2224070024	324170002	116680003	363662004	0	0	0
2689279025	188732008	116680003	414026006	0	0	0
2458987029	118240005	116680003	404684003	0	0	0
842859021	67602004	363698007	15425007	0	1	1
2785613024	410047003	363698007	281415003	0	1	1
1531533021	263047001	246456000	288526004	1	2	0
2504646022	11802008	370124000	118672003	2	0	0
1159224023	13975002	246112005	272141005	1	2	0
698772020	129156001	363698007	39352004	0	1	1
2831544028	401047000	363589002	363787002	1	2	0
3103538026	119291004	263502005	288524001	1	2	0
426184021	366157005	116680003	106063007	0	0	0
705344029	14742008	123005000	279973004	3	0	0
2686354025	415530009	116680003	302872003	0	0	0
1592671023	293416008	246112005	272141005	1	2	0
2728508024	129125009	408730004	288532009	0	1	0
3104894025	128135006	263502005	288524001	1	2	0
865630022	76712006	363698007	49596003	0	1	0
3007832024	310598003	116680003	363662004	0	0	0
1894311021	38033009	272741003	182353008	1	2	0
933652022	363282007	260686004	129303008	0	1	1
2222481028	278199004	116680003	118976002	0	0	0
201103022	32622004	116680003	55572008	0	0	0
752127020	32062004	123005000	302551006	3	0	0
1667860023	126537000	116680003	363229000	0	0	0
1711270020	372884008	116680003	373289004	0	0	0
281954021	82407001	116680003	359744007	0	0	0
1652205029	106904002	116680003	363662004	0	0	0
3201095028	363749005	149016008	425689005	2	0	0
2024911029	393030008	116680003	363662004	0	0	0
2891637026	67107006	168666000	223464006	2	0	0
3174586021	426405000	116680003	107682006	0	0	0
2191708026	48808005	149016008	387718007	2	0	0
32429026	223946007	116680003	223943004	0	0	0
2698601025	91859000	116680003	363660007	0	0	0
74432020	254292007	116680003	254291000	0	0	0
2765523027	239748000	116680003	5137004	0	0	0
1466550020	225318000	260870009	272125009	1	2	0
2036111022	59261009	116680003	346674004	0	0	0
3105766023	15394000	263502005	288524001	1	2	0
2798932026	118225008	149016008	250171008	2	0	0
2033440024	52052004	116680003	276239002	0	0	0
1238642023	62972009	260507000	309795001	1	2	0
1140792027	2704003	246456000	288526004	1	2	0
1163805022	16932000	246112005	272141005	1	2	0
83935028	262086009	116680003	257493008	0	0	0
534337025	239739005	363698007	49076000	0	1	1
134286023	307142001	116680003	303102005	0	0	0
2191802020	58240005	149016008	386045008	2	0	0
208667025	37328000	116680003	33769005	0	0	0
21286027	197480006	116680003	74732009	0	0	0
392397020	315823007	116680003	315817002	0	0	0
61591028	243951005	116680003	280432007	0	0	0
208578026	37270008	116680003	105794008	0	0	0
2685995028	414185006	116680003	41146007	0	0	0
2467350025	405784000	116680003	182832007	0	0	0
133603025	306717007	116680003	281905002	0	0	0
3153645026	398993007	263502005	288524001	1	2	0
2464903021	218256004	116680003	363660007	0	0	0
1887865024	360357006	272741003	182353008	1	2	0
2606039029	161501007	408731000	410513005	0	1	1
585418028	256876008	123005000	362076007	3	0	0
1713727026	373783004	116680003	373873005	0	0	0
3231814025	87858002	47429007	410942007	0	1	0
798996022	50927007	363698007	61496007	0	1	0
286755029	85107002	116680003	106343007	0	0	0
3170465028	95324001	263502005	288524001	1	2	0
667580023	118934005	363698007	69536005	0	1	0
2042075022	75367002	116680003	46680005	0	0	0
2467577022	95320005	116680003	106076001	0	0	0
2764719026	108234007	116680003	363660007	0	0	0
3218446023	41146007	116680003	409822003	0	0	0
1621438020	302777000	260870009	272125009	1	2	0
231185028	51114001	116680003	59820001	0	0	0
1839075028	182168000	272741003	182353008	1	2	0
1893667027	373405005	246456000	288526004	1	2	0
2842477028	57795002	116680003	33565001	0	0	0
1670592025	20946005	116680003	125194009	0	0	0
296732025	90821003	116680003	116223007	0	0	0
1670214029	19255007	116680003	363660007	0	0	0
211806021	39211005	116680003	364171004	0	0	0
1720554028	105606008	116676008	19130008	0	1	1
1848085023	200812001	272741003	182353008	1	2	0
1137952020	928000	246112005	272141005	1	2	0
784935025	45206002	123005000	278197002	3	0	0
1216571026	49438003	260870009	272125009	1	2	0
278254027	80114002	116680003	66754008	0	0	0
2284599029	400199006	123005000	38266002	3	0	0
2683362027	301229001	116680003	301226008	0	0	0
610552021	281470000	123005000	302553009	3	0	0
3230212025	170586008	408732007	410604004	0	1	0
2891159025	223414004	168666000	11816003	2	0	0
2799149029	183925005	149016008	416237000	2	0	0
163995021	128601007	116680003	19829001	0	0	0
1757748027	361105006	123005000	63337009	3	0	0
660281024	302509004	123005000	362010009	3	0	0
2768364024	416462003	116680003	225552003	0	0	0
1883627025	303405004	272741003	182353008	1	2	0
15202021	181769001	116680003	256646004	0	0	0
265046020	71934003	116680003	245500007	0	0	0
1293340023	103708000	260507000	309795001	1	2	0
2857395026	293416008	246075003	373247007	0	1	0
108988022	286852005	116680003	286851003	0	0	0
2560191026	320356001	116680003	86498000	0	0	0
835356025	64667001	363698007	113254000	0	1	1
2186616026	276535009	149016008	386725007	2	0	0
2605144028	362988006	405814001	35461009	0	1	1
131095023	118745001	116680003	118668002	0	0	0
3181611020	64331004	116680003	26107004	0	0	0
1668612020	128538000	116680003	363691001	0	0	0
3103502022	118930001	263502005	288524001	1	2	0
136847025	119262002	116680003	117590005	0	0	0
1493440024	236186000	260870009	272125009	1	2	0
3151662027	363169009	263502005	288524001	1	2	0
2586095021	312342009	116676008	9656002	0	1	1
2000187021	373188003	116680003	118292001	0	0	0
3216036020	427286007	246456000	288526004	1	2	0
961494027	194788005	363698007	281159003	0	1	0
364803026	194775007	116680003	363660007	0	0	0
125543020	300853008	116680003	300848003	0	0	0
3125716023	218972004	263502005	288524001	1	2	0
1314926029	123799005	246112005	272141005	1	2	0
2744496026	243798005	408732007	125676002	0	1	0
675593029	312851005	363703001	360156006	0	1	0
1995370021	349967007	116680003	108860003	0	0	0
2650698021	282716004	116680003	78718001	0	0	0
1242219029	65093003	246456000	288526004	1	2	0
1271063021	82916009	246112005	272141005	1	2	0
2769904022	362899007	116680003	44029006	0	0	0
705618024	360769001	123005000	128530007	3	0	0
2263941021	125594001	363698007	16982005	0	1	1
3164950029	70591005	263502005	288524001	1	2	0
768905022	38848004	123005000	181250005	3	0	0
2784288024	416702002	408732007	303071001	0	1	0
2686501029	413442004	116680003	127070008	0	0	0
217419024	42560003	116680003	118824002	0	0	0
3018205029	202218004	263502005	255227004	0	1	0
2767008027	281666001	116680003	416471007	0	0	0
2530790026	106544002	116680003	77309002	0	0	0
2017505029	389079005	123005000	278199004	3	0	0
2539756029	119608007	116680003	12745006	0	0	0
127966026	302549007	116680003	89545001	0	0	0
2496034028	405952001	123005000	361355005	3	0	0
2245714025	399981008	116680003	64572001	0	0	0
729428022	22943007	123005000	38266002	3	0	0
1173507021	22911007	246456000	288526004	1	2	0
2940669025	420864000	116680003	91722005	0	0	0
3079186028	287728004	405813007	89837001	0	1	2
2535611024	260870009	116680003	410662002	0	0	0
566798025	91854005	363698007	14016003	0	1	1
2563848021	373247007	116680003	410942007	0	0	0
2944097027	370218001	116680003	195967001	0	0	0
783773028	44714003	272741003	7771000	0	1	0
2835033024	243073001	116680003	363660007	0	0	0
98082023	279493001	116680003	279502003	0	0	0
1200999026	39727004	246456000	288526004	1	2	0
697172028	128237006	363698007	26107004	0	1	0
1778623024	78133002	363700003	49755003	0	1	1
1980059020	302777000	260686004	129265001	0	1	1
1495382022	236644005	246456000	288526004	1	2	0
2775093027	206707003	116680003	373573001	0	0	0
1620829024	302154007	246456000	288526004	1	2	0
3040134023	30556007	263502005	255227004	0	1	0
177767028	1910005	116680003	117590005	0	0	0
2531443024	108327007	116680003	363743006	0	0	0
466573022	202210006	363698007	85537004	0	1	1
681817020	120609008	260686004	129382001	0	1	1
604835026	278382009	123005000	361384001	3	0	0
1297866026	108252007	260870009	272125009	1	2	0
1587169029	292618009	246456000	288526004	1	2	0
612194023	281905002	123005000	229765004	3	0	0
3052875027	86201001	405813007	26107004	0	1	1
2247148024	401183006	116680003	275908000	0	0	0
2693040022	49601007	116680003	106063007	0	0	0
1380242028	195878008	246456000	288526004	1	2	0
3213381021	427439005	263502005	288524001	1	2	0
3042037021	38850007	263502005	90734009	0	1	0
334940028	214031005	116680003	242070005	0	0	0
2775283027	367324007	116680003	408739003	0	0	0
240114027	56551004	116680003	106351005	0	0	0
2548916027	58675001	116680003	385383008	0	0	0
1668634022	128606002	116680003	42030000	0	0	0
2839982029	409063005	116680003	128927009	0	0	0
130342022	118689006	116680003	362958002	0	0	0
2637921028	373573001	246090004	404684003	1	2	0
2458888022	301230006	116680003	406123005	0	0	0
169763020	360769001	116680003	272673000	0	0	0
1323003028	128139000	246112005	272141005	1	2	0
2456811028	111139005	116680003	30067000	0	0	0
2530619023	105818001	116680003	406465008	0	0	0
2506393021	219036002	246456000	288526004	1	2	0
60487025	243120004	116680003	71388002	0	0	0
155841028	123737005	116680003	42508007	0	0	0
1713415025	373528008	116680003	14443002	0	0	0
903503025	91159003	123005000	38266002	3	0	0
3009116025	386787002	116680003	52621004	0	0	0
1910458025	103709008	116680003	129125009	0	0	0
1307621023	116249002	260507000	309795001	1	2	0
1667204024	350060009	116680003	373873005	0	0	0
752311023	32153003	272741003	7771000	0	1	0
183691024	21844003	116680003	52731004	0	0	0
2988991024	421961002	246456000	288526004	1	2	0
340266026	243853007	116680003	243851009	0	0	0
2831134021	281647001	246456000	288526004	1	2	0
170944021	361103004	116680003	16982005	0	0	0
2944383026	418168000	116680003	363662004	0	0	0
3137635020	269721008	263502005	288524001	1	2	0
2630994027	274103002	116676008	9656002	0	1	1
521619029	236218001	260507000	129236007	0	1	1
3156425021	41381004	263502005	288524001	1	2	0
2506925028	269721008	246456000	288526004	1	2	0
3001089027	44567001	116680003	119198002	0	0	0
1639532028	363171009	246112005	272141005	1	2	0
2702788021	363589002	116680003	410662002	0	0	0
1176275021	24526004	246112005	272141005	1	2	0
2539197028	118947000	116680003	116307009	0	0	0
2705231027	370133003	116680003	410662002	0	0	0
483136029	225426007	260686004	129445006	0	1	1
814670020	5668004	123005000	302553009	3	0	0
1963276020	284365007	260686004	302199004	0	1	1
2534421026	11153006	116680003	363660007	0	0	0
90338022	271712005	116680003	276435006	0	0	0
2997101029	422499002	116680003	43799004	0	0	0
884357025	84100007	260686004	129431000	0	1	0
1274632022	85232009	246456000	288526004	1	2	0
288476027	8609009	116680003	78621006	0	0	0
2841834021	36887008	116680003	112113009	0	0	0
18774023	105490003	116680003	359752005	0	0	0
196187024	29627003	116680003	310651003	0	0	0
2471202022	408637006	116680003	371582002	0	0	0
97208027	278861008	116680003	278195005	0	0	0
1678837025	60654006	116680003	118698009	0	0	0
1493453022	236195008	260870009	272125009	1	2	0
1264114024	78516000	246112005	272141005	1	2	0
1323389022	128272009	246456000	288526004	1	2	0
2593558020	28845006	116676008	123631004	0	1	1
163878025	128520003	116680003	955009	0	0	0
1329179024	171222001	260507000	309795001	1	2	0
2943108024	91722005	116680003	123037004	0	0	0
1394915029	198941007	246112005	272141005	1	2	0
91210023	272615000	116680003	278264008	0	0	0
162221021	127331007	116680003	123946008	0	0	0
704704025	14559000	123005000	361982005	3	0	0
271187025	75753009	116680003	107658001	0	0	0
1309499025	118696008	260870009	272125009	1	2	0
2769187029	416550000	116680003	416152001	0	0	0
1310972020	119989004	260507000	309795001	1	2	0
2543654026	129125009	116680003	243796009	0	0	0
1007488023	274562003	363714003	250085001	0	1	0
1679219029	62479008	116680003	312130009	0	0	0
328324021	198609003	116680003	90821003	0	0	0
221383024	45048000	116680003	303340002	0	0	0
665948025	305072005	123005000	38266002	3	0	0
2683064020	178728009	116680003	68526006	0	0	0
22424027	202210006	116680003	30556007	0	0	0
1763372022	31984004	363698007	312763008	0	1	1
3157393029	420721002	263502005	288524001	1	2	0
2985438021	413441006	363698007	14016003	0	1	1
1910470026	103715008	363699004	19923001	0	1	1
553778027	245500007	123005000	278861008	3	0	0
234495027	53120007	116680003	66019005	0	0	0
199644021	31749008	116680003	1490004	0	0	0
3209172022	264274002	425391005	37270008	0	1	1
2245983023	400141005	116680003	20139000	0	0	0
2468180025	406221003	116680003	278844005	0	0	0
3070041024	384628002	425391005	20613002	0	1	1
1731956024	240635003	116676008	23583003	0	1	1
1309505029	118699001	260870009	272125009	1	2	0
1698468028	363561000	116680003	363662004	0	0	0
2942565023	69201005	116680003	108191006	0	0	0
1640413029	363680008	260870009	272125009	1	2	0
3010335023	424372002	116680003	302293008	0	0	0
1214615021	48194001	246456000	288526004	1	2	0
2747049024	103718005	116680003	128538000	0	0	0
719830029	361991009	272741003	7771000	0	1	0
1239225029	63332003	260870009	272125009	1	2	0
702959023	360357006	123005000	361380005	3	0	0
348608022	312117008	116680003	301811001	0	0	0
1228630023	56783008	260870009	272125009	1	2	0
3149618029	312130009	263502005	288524001	1	2	0
295129027	89890002	116680003	91689009	0	0	0
1550631027	276272002	260507000	309795001	1	2	0
610148025	281244004	123005000	182281004	3	0	0
1664161026	303119007	116680003	125676002	0	0	0
667588027	118937003	363698007	61685007	0	1	0
720798020	362235009	123005000	229765004	3	0	0
180949024	362784000	116680003	62175007	0	0	0
3194817024	427640001	246075003	410942007	0	1	0
817216020	57775008	123005000	181255000	3	0	0
151960025	334886004	116680003	39352004	0	0	0
1762662023	29836001	123005000	262225004	3	0	0
2840364027	418039004	116680003	418980009	0	0	0
3010897021	421493004	116680003	364072008	0	0	0
1678535027	59206002	116680003	83045001	0	0	0
1246219026	67602004	246456000	288526004	1	2	0
136831027	309481000	116680003	309479002	0	0	0
3218031020	263225007	116680003	125610000	0	0	0
125981020	301139003	116680003	248718009	0	0	0
861062029	74943008	363704007	22943007	0	1	1
1310168022	119522002	246112005	272141005	1	2	0
771639025	39937001	123005000	361714009	3	0	0
174926021	17571003	116680003	35461009	0	0	0
1872966024	280438006	272741003	182353008	1	2	0
2405474024	396332003	246112005	272141005	1	2	0
2948325028	118234003	363698007	91723000	0	1	0
1080354028	365605003	363714003	248326004	0	1	0
1888735020	361793002	272741003	182353008	1	2	0
79906020	258604001	116680003	258603007	0	0	0
767413028	38242008	123005000	278861008	3	0	0
2592818023	24526004	363698007	113276009	0	1	1
2691882027	41266007	116680003	363743006	0	0	0
270711021	75478009	116680003	64572001	0	0	0
2840281023	418119000	116680003	133931009	0	0	0
2792232028	209389000	116676008	20946005	0	1	2
1322975026	128135006	246112005	272141005	1	2	0
139771027	119583009	116680003	74943008	0	0	0
1770055022	52501007	123005000	362587009	3	0	0
1466587028	225356004	260870009	272125009	1	2	0
3201996029	177749007	168666000	373351007	2	0	0
2239947023	373279003	116680003	363662004	0	0	0
1310239028	119595009	260870009	272125009	1	2	0
2459130027	307824009	116680003	404684003	0	0	0
790368023	47125007	363698007	44567001	0	1	0
597420028	272652000	123005000	361982005	3	0	0
274719025	7793005	116680003	41368006	0	0	0
14611024	181413006	116680003	279362001	0	0	0
3160436024	4985009	263502005	288524001	1	2	0
2882370028	365448001	418775008	84100007	0	1	0
604837023	278382009	272741003	7771000	0	1	0
2010563020	386049002	127489000	372711004	0	1	0
261419027	69695003	116680003	281501002	0	0	0
2041649020	741007	116680003	386671008	0	0	0
1668631025	128601007	116680003	50417007	0	0	0
1175160029	23852006	260870009	272125009	1	2	0
1468978022	229931005	260507000	309795001	1	2	0
553658028	245426004	123005000	302508007	3	0	0
1322350021	127583001	260870009	272125009	1	2	0
609993022	281159003	123005000	362030008	3	0	0
15612020	182048009	116680003	41111004	0	0	0
130183025	118673008	116680003	118664000	0	0	0
604387021	278196006	123005000	38266002	3	0	0
2590550028	128411005	405814001	21514008	0	1	1
608881024	116003000	123005000	38266002	3	0	0
15929020	182294002	116680003	244016009	0	0	0
2702012022	267102003	116680003	116338005	0	0	0
2547296022	43799004	116680003	312419003	0	0	0
3059015023	269721008	246075003	76644002	0	1	0
3225274029	428724006	116680003	128136007	0	0	0
1380617026	195967001	246456000	288526004	1	2	0
1073986024	266230002	363698007	281159003	0	1	0
3150266028	31992008	263502005	288524001	1	2	0
2539471026	309478005	116680003	309049000	0	0	0
723070025	362837007	123005000	38266002	3	0	0
1898579023	53620006	272741003	182353008	1	2	0
243507020	58675001	116680003	119253004	0	0	0
691236024	125643001	116676008	59091005	0	1	0
862587029	75570004	363698007	39607008	0	1	1
3157552020	421871004	263502005	288524001	1	2	0
3195779029	325267004	411116001	421026006	0	1	0
2294668022	8316001	149016008	399269003	2	0	0
100332021	281088000	116680003	306687008	0	0	0
2688519025	14317002	116680003	413443009	0	0	0
208177027	37017009	116680003	272608008	0	0	0
2283253023	399072004	363698007	64344009	0	1	1
2542187020	409776007	116680003	409774005	0	0	0
2769427020	127452003	116680003	363660007	0	0	0
1140459023	2492009	246456000	288526004	1	2	0
2557962025	274035004	116680003	118677009	0	0	0
3159852023	47125007	263502005	288524001	1	2	0
274643020	77881008	116680003	50927007	0	0	0
178726020	361982005	116680003	44029006	0	0	0
873245023	79787007	363698007	5668004	0	1	0
2755022	10200004	116680003	19203006	0	0	0
2534009021	240134003	116680003	53417006	0	0	0
1489646028	235339001	260870009	272125009	1	2	0
2712178024	234532001	363705008	106182000	0	1	0
2851668023	419376000	116680003	372665008	0	0	0
2995404027	301228009	116680003	301226008	0	0	0
2649785021	195983001	149016008	233682008	2	0	0
940693028	169465000	363698007	281159003	0	1	0
1774622024	66014000	123005000	63337009	3	0	0
1936902027	195878008	246075003	55014007	0	1	0
890774022	86406008	246075003	19030005	0	1	0
2999648023	28939002	116680003	78133002	0	0	0
553667028	245429006	123005000	181261002	3	0	0
599476025	276434005	123005000	302553009	3	0	0
266110022	72592005	116680003	32622004	0	0	0
2542639025	410047003	116680003	125615005	0	0	0
1620559023	301810000	246112005	272141005	1	2	0
1956864023	26124005	116680003	386050002	0	0	0
1138359023	1201005	246456000	288526004	1	2	0
127544026	302292003	116680003	301857004	0	0	0
2876550029	271881004	418775008	5880005	0	1	0
664261029	118674002	363704007	21514008	0	1	0
2645587023	408877000	260870009	272125009	1	2	0
1969047021	292041000	246075003	373216001	0	1	0
2690291029	106079008	116680003	246464006	0	0	0
3225828023	428097001	116680003	299231009	0	0	0
313562022	363072000	116680003	103693007	0	0	0
2401888020	387713003	260507000	309795001	1	2	0
2264258028	359744007	123005000	281488008	3	0	0
2406245020	397748008	246456000	288526004	1	2	0
2833938026	10747009	116680003	363743006	0	0	0
1353620025	188732008	246456000	288526004	1	2	0
3163962020	65978000	263502005	288524001	1	2	0
2682441022	289896006	116680003	363743006	0	0	0
2833172024	417662000	246090004	404684003	1	2	0
131009024	304573000	116680003	302536002	0	0	0
2952844029	386808001	363714003	285854004	0	1	0
2834242029	223464006	116680003	409073007	0	0	0
