RELATIONSHIPID	CONCEPTID1	RELATIONSHIPTYPE	CONCEPTID2	CHARACTERISTICTYPE	REFINABILITY	RELATIONSHIPGROUP
1840689028	1893007	272741003	182353008	1	2	0
1319445025	125605004	246456000	288526004	1	2	0
3394804023	161527007	408729009	410515003	0	1	1
3136345024	266361008	263502005	288524001	1	2	0
1268577020	81405006	246456000	288526004	1	2	0
428928029	10200004	123005000	278859004	3	0	0
19790026	106005003	116680003	90821003	0	0	0
319709023	170655007	116680003	170637003	0	0	0
2542351024	123005000	116680003	410662002	0	0	0
105086023	116367006	116680003	118228005	0	0	0
3258290027	429723008	260507000	309795001	1	2	0
1411802029	202298000	246112005	272141005	1	2	0
3151670021	363180009	263502005	288524001	1	2	0
697233022	128262006	123005000	38266002	3	0	0
3585573024	312130009	363698007	442083009	0	1	0
1565467028	286648007	260870009	272125009	1	2	0
3737972024	298257001	246112005	272141005	1	2	0
2774547025	268966001	116680003	373573001	0	0	0
32088029	223664003	116680003	223658005	0	0	0
2772763021	95896000	116680003	17322007	0	0	0
2689279025	188732008	116680003	414026006	0	0	0
2458987029	118240005	116680003	404684003	0	0	0
3643336023	195893007	116680003	443559000	0	0	0
1531533021	263047001	246456000	288526004	1	2	0
1159224023	13975002	246112005	272141005	1	2	0
2831544028	401047000	363589002	363787002	1	2	0
3103538026	119291004	263502005	288524001	1	2	0
426184021	366157005	116680003	106063007	0	0	0
705344029	14742008	123005000	279973004	3	0	0
1592671023	293416008	246112005	272141005	1	2	0
2728508024	129125009	408730004	288532009	0	1	0
3104894025	128135006	263502005	288524001	1	2	0
865630022	76712006	363698007	49596003	0	1	0
1894311021	38033009	272741003	182353008	1	2	0
3740523020	301095005	246456000	288526004	1	2	0
201103022	32622004	116680003	55572008	0	0	0
752127020	32062004	123005000	302551006	3	0	0
1711270020	372884008	116680003	373289004	0	0	0
281954021	82407001	116680003	359744007	0	0	0
3752304027	250087009	263502005	288524001	1	2	0
2024911029	393030008	116680003	363662004	0	0	0
3328428028	102572006	363698007	61685007	0	1	1
3174586021	426405000	116680003	107682006	0	0	0
2765523027	239748000	116680003	5137004	0	0	0
74432020	254292007	116680003	254291000	0	0	0
2036111022	59261009	116680003	346674004	0	0	0
3414905026	236218001	260686004	129284003	0	1	1
3750128028	302293008	263502005	288524001	1	2	0
2033440024	52052004	116680003	276239002	0	0	0
1238642023	62972009	260507000	309795001	1	2	0
3738032026	118227000	246112005	272141005	1	2	0
1140792027	2704003	246456000	288526004	1	2	0
1163805022	16932000	246112005	272141005	1	2	0
208667025	37328000	116680003	33769005	0	0	0
3669137020	194775007	149016008	38481006	2	0	0
208578026	37270008	116680003	105794008	0	0	0
2685995028	414185006	116680003	41146007	0	0	0
2467350025	405784000	116680003	182832007	0	0	0
133603025	306717007	116680003	281905002	0	0	0
3353555023	208754006	363698007	85537004	0	1	1
3283371029	302168000	116680003	363169009	0	0	0
1887865024	360357006	272741003	182353008	1	2	0
3576795020	312415009	116680003	441900009	0	0	0
585418028	256876008	123005000	362076007	3	0	0
3231814025	87858002	47429007	410942007	0	1	0
286755029	85107002	116680003	106343007	0	0	0
3524286029	363282007	405814001	89837001	0	1	1
2042075022	75367002	116680003	46680005	0	0	0
3218446023	41146007	116680003	409822003	0	0	0
3319915023	176143006	260507000	129236007	0	1	1
231185028	51114001	116680003	59820001	0	0	0
1839075028	182168000	272741003	182353008	1	2	0
1893667027	373405005	246456000	288526004	1	2	0
1670592025	20946005	116680003	125194009	0	0	0
296732025	90821003	116680003	116223007	0	0	0
211806021	39211005	116680003	364171004	0	0	0
1848085023	200812001	272741003	182353008	1	2	0
1137952020	928000	246112005	272141005	1	2	0
1216571026	49438003	260870009	272125009	1	2	0
278254027	80114002	116680003	66754008	0	0	0
2683362027	301229001	116680003	301226008	0	0	0
3230212025	170586008	408732007	410604004	0	1	0
1921931022	128168004	118169006	10200004	0	1	1
163995021	128601007	116680003	19829001	0	0	0
3652249028	90131007	363701004	105590001	0	1	1
3522167029	274334006	363703001	261004008	0	1	0
1757748027	361105006	123005000	63337009	3	0	0
660281024	302509004	123005000	362010009	3	0	0
2768364024	416462003	116680003	225552003	0	0	0
3354818024	395099008	408729009	410605003	0	1	1
1883627025	303405004	272741003	182353008	1	2	0
265046020	71934003	116680003	245500007	0	0	0
1293340023	103708000	260507000	309795001	1	2	0
2857395026	293416008	246075003	373247007	0	1	0
108988022	286852005	116680003	286851003	0	0	0
3572823026	280115004	116680003	442083009	0	0	0
3181611020	64331004	116680003	26107004	0	0	0
131095023	118745001	116680003	118668002	0	0	0
3281764029	57639000	116680003	363284008	0	0	0
1668612020	128538000	116680003	363691001	0	0	0
3151662027	363169009	263502005	288524001	1	2	0
3701994021	419003001	246112005	272141005	1	2	0
2000187021	373188003	116680003	118292001	0	0	0
3216036020	427286007	246456000	288526004	1	2	0
961494027	194788005	363698007	281159003	0	1	0
364803026	194775007	116680003	363660007	0	0	0
125543020	300853008	116680003	300848003	0	0	0
1314926029	123799005	246112005	272141005	1	2	0
3125716023	218972004	263502005	288524001	1	2	0
675593029	312851005	363703001	360156006	0	1	0
3691931028	281666001	408729009	410515003	0	1	1
1995370021	349967007	116680003	108860003	0	0	0
1242219029	65093003	246456000	288526004	1	2	0
2769904022	362899007	116680003	44029006	0	0	0
705618024	360769001	123005000	128530007	3	0	0
2686501029	413442004	116680003	127070008	0	0	0
217419024	42560003	116680003	118824002	0	0	0
3018205029	202218004	263502005	255227004	0	1	0
3304880028	363063008	260686004	129382001	0	1	1
2767008027	281666001	116680003	416471007	0	0	0
2530790026	106544002	116680003	77309002	0	0	0
127966026	302549007	116680003	89545001	0	0	0
2539756029	119608007	116680003	12745006	0	0	0
2496034028	405952001	123005000	361355005	3	0	0
2245714025	399981008	116680003	64572001	0	0	0
729428022	22943007	123005000	38266002	3	0	0
1173507021	22911007	246456000	288526004	1	2	0
2940669025	420864000	116680003	91722005	0	0	0
3079186028	287728004	405813007	89837001	0	1	2
2535611024	260870009	116680003	410662002	0	0	0
2563848021	373247007	116680003	410942007	0	0	0
2944097027	370218001	116680003	195967001	0	0	0
783773028	44714003	272741003	7771000	0	1	0
98082023	279493001	116680003	279502003	0	0	0
1200999026	39727004	246456000	288526004	1	2	0
697172028	128237006	363698007	26107004	0	1	0
3709136021	249562008	246456000	288526004	1	2	0
3717091027	118240005	246456000	288526004	1	2	0
1620829024	302154007	246456000	288526004	1	2	0
3040134023	30556007	263502005	255227004	0	1	0
3571325026	46770001	116680003	363743006	0	0	0
2531443024	108327007	116680003	363743006	0	0	0
604835026	278382009	123005000	361384001	3	0	0
1297866026	108252007	260870009	272125009	1	2	0
1587169029	292618009	246456000	288526004	1	2	0
612194023	281905002	123005000	229765004	3	0	0
2247148024	401183006	116680003	275908000	0	0	0
2693040022	49601007	116680003	106063007	0	0	0
1380242028	195878008	246456000	288526004	1	2	0
334940028	214031005	116680003	242070005	0	0	0
3042037021	38850007	263502005	90734009	0	1	0
240114027	56551004	116680003	106351005	0	0	0
2548916027	58675001	116680003	385383008	0	0	0
1668634022	128606002	116680003	42030000	0	0	0
2637921028	373573001	246090004	404684003	1	2	0
2458888022	301230006	116680003	406123005	0	0	0
169763020	360769001	116680003	272673000	0	0	0
1323003028	128139000	246112005	272141005	1	2	0
2530619023	105818001	116680003	406465008	0	0	0
60487025	243120004	116680003	71388002	0	0	0
155841028	123737005	116680003	42508007	0	0	0
1713415025	373528008	116680003	14443002	0	0	0
903503025	91159003	123005000	38266002	3	0	0
752311023	32153003	272741003	7771000	0	1	0
183691024	21844003	116680003	52731004	0	0	0
2988991024	421961002	246456000	288526004	1	2	0
340266026	243853007	116680003	243851009	0	0	0
2831134021	281647001	246456000	288526004	1	2	0
170944021	361103004	116680003	16982005	0	0	0
3156425021	41381004	263502005	288524001	1	2	0
1639532028	363171009	246112005	272141005	1	2	0
2702788021	363589002	116680003	410662002	0	0	0
1176275021	24526004	246112005	272141005	1	2	0
2539197028	118947000	116680003	116307009	0	0	0
2705231027	370133003	116680003	410662002	0	0	0
814670020	5668004	123005000	302553009	3	0	0
3679868023	266228004	159083000	59621000	2	0	0
90338022	271712005	116680003	276435006	0	0	0
2997101029	422499002	116680003	43799004	0	0	0
3460401023	288013007	260686004	129304002	0	1	1
1274632022	85232009	246456000	288526004	1	2	0
288476027	8609009	116680003	78621006	0	0	0
18774023	105490003	116680003	359752005	0	0	0
196187024	29627003	116680003	310651003	0	0	0
2471202022	408637006	116680003	371582002	0	0	0
97208027	278861008	116680003	278195005	0	0	0
1493453022	236195008	260870009	272125009	1	2	0
1323389022	128272009	246456000	288526004	1	2	0
3381845028	48125009	116676008	19130008	0	1	1
163878025	128520003	116680003	955009	0	0	0
1329179024	171222001	260507000	309795001	1	2	0
2943108024	91722005	116680003	123037004	0	0	0
171749028	15776009	116680003	19203006	0	0	0
162221021	127331007	116680003	123946008	0	0	0
704704025	14559000	123005000	361982005	3	0	0
271187025	75753009	116680003	107658001	0	0	0
3759474028	118234003	246456000	288526004	1	2	0
2769187029	416550000	116680003	416152001	0	0	0
2543654026	129125009	116680003	243796009	0	0	0
1007488023	274562003	363714003	250085001	0	1	0
1679219029	62479008	116680003	312130009	0	0	0
221383024	45048000	116680003	303340002	0	0	0
328324021	198609003	116680003	90821003	0	0	0
665948025	305072005	123005000	38266002	3	0	0
22424027	202210006	116680003	30556007	0	0	0
2683064020	178728009	116680003	68526006	0	0	0
3157393029	420721002	263502005	288524001	1	2	0
3370561021	161523006	408731000	410513005	0	1	1
553778027	245500007	123005000	278861008	3	0	0
234495027	53120007	116680003	66019005	0	0	0
1902281026	67328008	272741003	182353008	1	2	0
2245983023	400141005	116680003	20139000	0	0	0
1309505029	118699001	260870009	272125009	1	2	0
3010335023	424372002	116680003	302293008	0	0	0
1214615021	48194001	246456000	288526004	1	2	0
2747049024	103718005	116680003	128538000	0	0	0
3457017021	401193004	408731000	410512000	0	1	1
719830029	361991009	272741003	7771000	0	1	0
3525362024	38904005	363699004	49062001	0	1	1
348608022	312117008	116680003	301811001	0	0	0
702959023	360357006	123005000	361380005	3	0	0
3149618029	312130009	263502005	288524001	1	2	0
1550631027	276272002	260507000	309795001	1	2	0
610148025	281244004	123005000	182281004	3	0	0
667588027	118937003	363698007	61685007	0	1	0
180949024	362784000	116680003	62175007	0	0	0
3194817024	427640001	246075003	410942007	0	1	0
3741472020	298257001	263502005	288524001	1	2	0
817216020	57775008	123005000	181255000	3	0	0
151960025	334886004	116680003	39352004	0	0	0
1762662023	29836001	123005000	262225004	3	0	0
2840364027	418039004	116680003	418980009	0	0	0
3010897021	421493004	116680003	364072008	0	0	0
1678535027	59206002	116680003	83045001	0	0	0
1246219026	67602004	246456000	288526004	1	2	0
136831027	309481000	116680003	309479002	0	0	0
3218031020	263225007	116680003	125610000	0	0	0
125981020	301139003	116680003	248718009	0	0	0
2835714020	116316008	116680003	419518009	0	0	0
1872966024	280438006	272741003	182353008	1	2	0
1080354028	365605003	363714003	248326004	0	1	0
1888735020	361793002	272741003	182353008	1	2	0
79906020	258604001	116680003	258603007	0	0	0
3139139022	280137006	263502005	288524001	1	2	0
3429778021	28939002	363700003	41329004	0	1	1
767413028	38242008	123005000	278861008	3	0	0
3730429023	298258006	246112005	272141005	1	2	0
270711021	75478009	116680003	64572001	0	0	0
3603467024	371622005	246090004	38341003	0	1	2
3762421024	301229001	263502005	288524001	1	2	0
2840281023	418119000	116680003	133931009	0	0	0
1322975026	128135006	246112005	272141005	1	2	0
139771027	119583009	116680003	74943008	0	0	0
3417681026	105606008	116676008	19130008	0	1	1
1310239028	119595009	260870009	272125009	1	2	0
2459130027	307824009	116680003	404684003	0	0	0
3394241026	311774002	260686004	129304002	0	1	1
597420028	272652000	123005000	361982005	3	0	0
14611024	181413006	116680003	279362001	0	0	0
604837023	278382009	272741003	7771000	0	1	0
2010563020	386049002	127489000	372711004	0	1	0
2041649020	741007	116680003	386671008	0	0	0
1668631025	128601007	116680003	50417007	0	0	0
3278685021	5880005	116680003	362958002	0	0	0
1175160029	23852006	260870009	272125009	1	2	0
1468978022	229931005	260507000	309795001	1	2	0
553658028	245426004	123005000	302508007	3	0	0
609993022	281159003	123005000	362030008	3	0	0
15612020	182048009	116680003	41111004	0	0	0
130183025	118673008	116680003	118664000	0	0	0
608881024	116003000	123005000	38266002	3	0	0
15929020	182294002	116680003	244016009	0	0	0
2702012022	267102003	116680003	116338005	0	0	0
2547296022	43799004	116680003	312419003	0	0	0
3225274029	428724006	116680003	128136007	0	0	0
1380617026	195967001	246456000	288526004	1	2	0
3150266028	31992008	263502005	288524001	1	2	0
3373220021	9121000	363700003	49755003	0	1	1
723070025	362837007	123005000	38266002	3	0	0
3325352022	268966001	246090004	419009002	0	1	1
1898579023	53620006	272741003	182353008	1	2	0
243507020	58675001	116680003	119253004	0	0	0
691236024	125643001	116676008	59091005	0	1	0
3449559026	286648007	425391005	20613002	0	1	1
3417353029	103715008	260686004	129303008	0	1	1
3496621027	316835004	116680003	370126003	0	0	0
3713101022	301139003	263502005	288524001	1	2	0
3195779029	325267004	411116001	421026006	0	1	0
100332021	281088000	116680003	306687008	0	0	0
1347143025	186435004	246456000	288526004	1	2	0
2542187020	409776007	116680003	409774005	0	0	0
178726020	361982005	116680003	44029006	0	0	0
873245023	79787007	363698007	5668004	0	1	0
2755022	10200004	116680003	19203006	0	0	0
2712178024	234532001	363705008	106182000	0	1	0
2851668023	419376000	116680003	372665008	0	0	0
940693028	169465000	363698007	281159003	0	1	0
1774622024	66014000	123005000	63337009	3	0	0
890774022	86406008	246075003	19030005	0	1	0
1936902027	195878008	246075003	55014007	0	1	0
2999648023	28939002	116680003	78133002	0	0	0
553667028	245429006	123005000	181261002	3	0	0
599476025	276434005	123005000	302553009	3	0	0
266110022	72592005	116680003	32622004	0	0	0
2542639025	410047003	116680003	125615005	0	0	0
3577544025	3855007	116680003	249561001	0	0	0
1620559023	301810000	246112005	272141005	1	2	0
1956864023	26124005	116680003	386050002	0	0	0
1138359023	1201005	246456000	288526004	1	2	0
127544026	302292003	116680003	301857004	0	0	0
664261029	118674002	363704007	21514008	0	1	0
2645587023	408877000	260870009	272125009	1	2	0
1969047021	292041000	246075003	373216001	0	1	0
3225828023	428097001	116680003	299231009	0	0	0
313562022	363072000	116680003	103693007	0	0	0
3307726022	10849003	260686004	129303008	0	1	1
3691187024	90131007	405813007	39352004	0	1	2
2401888020	387713003	260507000	309795001	1	2	0
2264258028	359744007	123005000	281488008	3	0	0
2406245020	397748008	246456000	288526004	1	2	0
3520042022	274423009	260686004	129289008	0	1	1
1353620025	188732008	246456000	288526004	1	2	0
3163962020	65978000	263502005	288524001	1	2	0
2682441022	289896006	116680003	363743006	0	0	0
2833172024	417662000	246090004	404684003	1	2	0
3459930027	236218001	260507000	129236007	0	1	1
2952844029	386808001	363714003	285854004	0	1	0
2834242029	223464006	116680003	409073007	0	0	0
2541035021	408877000	116680003	392091000	0	0	0
3297641028	91861009	363698007	14016003	0	1	1
2540223022	408731000	116680003	410662002	0	0	0
1970144022	292548001	246075003	373272007	0	1	0
3455723024	420544002	116676008	23583003	0	1	1
178548028	361922007	116680003	119253004	0	0	0
2996232029	312816002	116680003	4527007	0	0	0
3271612023	366716005	116680003	118952005	0	0	0
2400292028	385424001	246456000	288526004	1	2	0
313684025	363169009	116680003	363170005	0	0	0
3726347026	301365009	246456000	288526004	1	2	0
69387021	250087009	116680003	366671003	0	0	0
2698868020	93143009	116680003	269475001	0	0	0
133602024	306717007	116680003	38242008	0	0	0
3643337025	195934000	116680003	443559000	0	0	0
660351029	302553009	123005000	262225004	3	0	0
1674613024	40173000	116680003	14861000	0	0	0
2846394025	271880003	116680003	118240005	0	0	0
2688612027	14861000	116680003	386671008	0	0	0
671836023	119198002	123005000	272625005	3	0	0
3712097020	162781005	246456000	288526004	1	2	0
136240023	119203005	116680003	15825003	0	0	0
2772419027	87172008	116680003	416455007	0	0	0
2565677022	410512000	116680003	410511007	0	0	0
3446680028	741007	363704007	41216001	0	1	1
1740050020	279502003	123005000	229765004	3	0	0
3746940025	267038008	246112005	272141005	1	2	0
1698307024	312134000	116680003	50417007	0	0	0
3463307022	74400008	116676008	23583003	0	1	1
3767191026	271712005	246456000	288526004	1	2	0
1297474020	106005003	246456000	288526004	1	2	0
97180027	278844005	116680003	363787002	0	0	0
144689020	278195005	116680003	362889002	0	0	0
130629029	304360003	116680003	278421003	0	0	0
174762025	361384001	116680003	116004006	0	0	0
3069062029	422400008	363705008	300359004	0	1	0
291554025	87878005	116680003	17398003	0	0	0
2047545028	90131007	116680003	179906007	0	0	0
2833960028	108217004	116680003	128927009	0	0	0
1888534021	361370006	272741003	182353008	1	2	0
3404896026	312342009	116676008	9656002	0	1	1
3151655020	363161007	263502005	288524001	1	2	0
707497024	361097006	123005000	278198007	3	0	0
2536548029	280441002	116680003	312717002	0	0	0
131285023	118762006	116680003	22943007	0	0	0
3342201024	88111009	363698007	122865005	0	1	0
2026484021	394700004	116680003	275908000	0	0	0
854944022	72592005	123005000	362165006	3	0	0
1638697022	362965005	246456000	288526004	1	2	0
2768091028	118943001	116680003	416972005	0	0	0
3574924021	274391001	116680003	118745001	0	0	0
880013026	82407001	272741003	7771000	0	1	0
713780023	361386004	123005000	362608006	3	0	0
238252022	55441007	116680003	42586008	0	0	0
713626023	361355005	123005000	362874006	3	0	0
743503026	28559008	123005000	302508007	3	0	0
183492024	21720007	116680003	48333001	0	0	0
2547706025	47429007	116680003	410662002	0	0	0
174777022	361386004	116680003	361107003	0	0	0
3402269021	409665004	116676008	23583003	0	1	1
3217408025	301230006	116680003	298705000	0	0	0
3506166026	128316001	116680003	363660007	0	0	0
2565780026	410598002	116680003	125676002	0	0	0
1984603021	31398001	123005000	16982005	3	0	0
2284041021	399913000	123005000	362874006	3	0	0
3587396024	128601007	370135005	441862004	0	1	0
2714075023	110902000	116680003	258604001	0	0	0
109506024	288532009	116680003	288529006	0	0	0
3034590026	422723007	272741003	182353008	0	1	0
456328029	182046008	123005000	128530007	3	0	0
178748025	19440001	116680003	78621006	0	0	0
2539362020	309104000	116680003	123038009	0	0	0
3105115023	129156001	263502005	288524001	1	2	0
204791020	34922002	116680003	119199005	0	0	0
3139383024	281647001	263502005	288524001	1	2	0
1176864025	24907000	246112005	272141005	1	2	0
2834841027	240634004	116680003	128942007	0	0	0
2769016025	417746004	116680003	417163006	0	0	0
3375852026	128411005	405814001	21514008	0	1	1
3746300029	107647005	246456000	288526004	1	2	0
3178730028	31387002	116680003	427286007	0	0	0
3736500027	301186004	246112005	272141005	1	2	0
2022486020	392134007	363702006	225365006	0	1	0
2229368024	56873002	116680003	66419000	0	0	0
1620828027	302154007	246112005	272141005	1	2	0
100970026	281501002	116680003	52731004	0	0	0
3533280024	430230000	260686004	129314006	0	1	1
87230028	264641009	116680003	80114002	0	0	0
314716022	161527007	116680003	161523006	0	0	0
129505028	303549000	116680003	245524004	0	0	0
1668633027	128605003	116680003	123946008	0	0	0
1956682024	258604001	118169006	58675001	0	1	0
2702510024	288013007	116680003	236218001	0	0	0
8542025	103693007	116680003	362961001	0	0	0
2761776028	414026006	246112005	272141005	1	2	0
223201026	46148009	116680003	312581008	0	0	0
1297396026	105981003	246456000	288526004	1	2	0
1839172027	182281004	272741003	182353008	1	2	0
3009144029	387458008	116680003	372560006	0	0	0
3466011025	43748006	405814001	89837001	0	1	1
3329419023	119580007	405813007	22943007	0	1	1
2559373020	363703001	116680003	410662002	0	0	0
1868441023	26444007	272741003	182353008	1	2	0
3408035024	233604007	116676008	9656002	0	1	1
18292025	187639008	116680003	27832009	0	0	0
132209029	118837004	116680003	118838009	0	0	0
2634258028	134380003	260686004	360152008	0	1	0
1759403023	19787009	123005000	302553009	3	0	0
2408298025	399902003	246456000	288526004	1	2	0
2867536027	87281005	47429007	105490003	0	1	0
221761022	4527007	116680003	281244004	0	0	0
17001020	184508008	116680003	314790003	0	0	0
1757749024	361105006	123005000	362875007	3	0	0
2565791022	410609009	116680003	280115004	0	0	0
2264978025	362912003	123005000	362685006	3	0	0
2508979027	406162001	260870009	272125009	1	2	0
227905029	49076000	116680003	4527007	0	0	0
1542545029	269108007	246456000	288526004	1	2	0
2229988028	63698005	116680003	372216005	0	0	0
3596146020	298325004	363714003	363847004	0	1	0
3651482026	408877000	260686004	129265001	0	1	0
3380886029	37661000	260686004	129284003	0	1	1
3690780023	160357008	246090004	38341003	0	1	1
3596751023	85769006	370135005	441862004	0	1	0
3431621025	34565006	363698007	281415003	0	1	2
146186027	48176007	116680003	138875005	0	0	0
585616023	113343008	123005000	38266002	3	0	0
2401889028	387713003	260870009	272125009	1	2	0
660339026	302544002	123005000	182281004	3	0	0
1324412026	128997002	246456000	288526004	1	2	0
782084021	44029006	123005000	362683004	3	0	0
610540025	281467004	123005000	302551006	3	0	0
1384314024	196781001	246456000	288526004	1	2	0
2650961022	176074005	116680003	178728009	0	0	0
1550388022	275944005	260870009	272125009	1	2	0
2716458020	269475001	116676008	414644002	0	1	0
1816978022	266287006	149016008	38341003	2	0	0
1769259029	49917003	123005000	362875007	3	0	0
3135809021	263047001	263502005	288524001	1	2	0
136829020	309479002	116680003	258541006	0	0	0
2831139027	282100009	246456000	288526004	1	2	0
769866026	39266006	123005000	38266002	3	0	0
3270420022	432825001	116680003	309050000	0	0	0
2257417027	272629004	123005000	362204003	3	0	0
1297802027	108188006	260507000	309795001	1	2	0
657841021	301365009	363698007	774007	0	1	0
962459021	195878008	363698007	39607008	0	1	1
3728567027	284521000	263502005	288524001	1	2	0
3598305029	362958002	363704007	442083009	0	1	0
